studyFileAccession,studyAccession,studyFileType,description,fileName,filePath
SFL22513,SDY2193,Study Data,Median Flourescence Intensity (MFI) for pituitary panel (measuring 7 proteins) in testes,pass1b-06_t63-testes_immunoassay_rat-pituitary_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t63-testes_immunoassay_rat-pituitary_mfi.txt
SFL22514,SDY2193,Study Data,Median Flourescence Intensity (MFI) for cytokine panel (measuring 27 proteins) in ovaries,pass1b-06_t64-ovaries_immunoassay_rat-mag27plex_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t64-ovaries_immunoassay_rat-mag27plex_mfi.txt
SFL22515,SDY2193,Study Data,Median Flourescence Intensity (MFI) for myokine panel (measuring 12 proteins) in ovaries,pass1b-06_t64-ovaries_immunoassay_rat-myokine_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t64-ovaries_immunoassay_rat-myokine_mfi.txt
SFL22516,SDY2193,Study Data,Median Flourescence Intensity (MFI) for pituitary panel (measuring 7 proteins) in ovaries,pass1b-06_t64-ovaries_immunoassay_rat-pituitary_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t64-ovaries_immunoassay_rat-pituitary_mfi.txt
SFL22517,SDY2193,Study Data,Median Flourescence Intensity (MFI) for cytokine panel (measuring 27 proteins) in lung,pass1b-06_t66-lung_immunoassay_rat-mag27plex_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t66-lung_immunoassay_rat-mag27plex_mfi.txt
SFL22518,SDY2193,Study Data,Median Flourescence Intensity (MFI) for cytokine panel (measuring 27 proteins) in small intestine,pass1b-06_t67-small-intestine_immunoassay_rat-mag27plex_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t67-small-intestine_immunoassay_rat-mag27plex_mfi.txt
SFL22519,SDY2193,Study Data,Median Flourescence Intensity (MFI) for metabolic panel (measuring 13 proteins) in small intestine,pass1b-06_t67-small-intestine_immunoassay_rat-metabolic_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t67-small-intestine_immunoassay_rat-metabolic_mfi.txt
SFL22520,SDY2193,Study Data,Median Flourescence Intensity (MFI) for cytokine panel (measuring 27 proteins) in liver,pass1b-06_t68-liver_immunoassay_rat-mag27plex_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t68-liver_immunoassay_rat-mag27plex_mfi.txt
SFL22521,SDY2193,Study Data,Median Flourescence Intensity (MFI) for metabolic panel (measuring 13 proteins) in liver,pass1b-06_t68-liver_immunoassay_rat-metabolic_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t68-liver_immunoassay_rat-metabolic_mfi.txt
SFL22522,SDY2193,Study Data,Median Flourescence Intensity (MFI) for ADIPONECTIN in brown adipose,pass1b-06_t69-brown-adipose_immunoassay_ADIPONECTIN_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t69-brown-adipose_immunoassay_ADIPONECTIN_mfi.txt
SFL22523,SDY2193,Study Data,Median Flourescence Intensity (MFI) for SERPIN-E panel (measuring 2 proteins) in brown adipose,pass1b-06_t69-brown-adipose_immunoassay_SERPIN-E_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t69-brown-adipose_immunoassay_SERPIN-E_mfi.txt
SFL22524,SDY2193,Study Data,Median Flourescence Intensity (MFI) for cytokine panel (measuring 27 proteins) in brown adipose,pass1b-06_t69-brown-adipose_immunoassay_rat-mag27plex_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t69-brown-adipose_immunoassay_rat-mag27plex_mfi.txt
SFL22525,SDY2193,Study Data,Median Flourescence Intensity (MFI) for metabolic panel (measuring 13 proteins) in brown adipose,pass1b-06_t69-brown-adipose_immunoassay_rat-metabolic_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t69-brown-adipose_immunoassay_rat-metabolic_mfi.txt
SFL22526,SDY2193,Study Data,Median Flourescence Intensity (MFI) for myokine panel (measuring 12 proteins) in brown adipose,pass1b-06_t69-brown-adipose_immunoassay_rat-myokine_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t69-brown-adipose_immunoassay_rat-myokine_mfi.txt
SFL22527,SDY2193,Study Data,Median Flourescence Intensity (MFI) for ADIPONECTIN in white adipose,pass1b-06_t70-white-adipose_immunoassay_ADIPONECTIN_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t70-white-adipose_immunoassay_ADIPONECTIN_mfi.txt
SFL22528,SDY2193,Study Data,Median Flourescence Intensity (MFI) for SERPIN-E in white adipose,pass1b-06_t70-white-adipose_immunoassay_SERPIN-E_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t70-white-adipose_immunoassay_SERPIN-E_mfi.txt
SFL22529,SDY2193,Study Data,Median Flourescence Intensity (MFI) for cytokine panel (measuring 27 proteins) in white adipose,pass1b-06_t70-white-adipose_immunoassay_rat-mag27plex_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t70-white-adipose_immunoassay_rat-mag27plex_mfi.txt
SFL22530,SDY2193,Study Data,Median Flourescence Intensity (MFI) for metabolic panel (measuring 13 proteins) in white adipose,pass1b-06_t70-white-adipose_immunoassay_rat-metabolic_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t70-white-adipose_immunoassay_rat-metabolic_mfi.txt
SFL22531,SDY2193,Study Data,Median Flourescence Intensity (MFI) for myokine panel (measuring 12 proteins) in white adipose,pass1b-06_t70-white-adipose_immunoassay_rat-myokine_mfi.txt,/SDY2193/StudyFiles/pass1b-06_t70-white-adipose_immunoassay_rat-myokine_mfi.txt
SFL24782,SDY2193,Study Summary Description,"Dataset summary on complete collection of measured phenotypic variables, gathered for a study on Endurance Training in 6-month-old rats.",motrpac_rat-6m-endurance_phenotype_README-v5.txt,/SDY2193/StudyFiles/motrpac_rat-6m-endurance_phenotype_README-v5.txt
SFL24783,SDY2193,Data Dictionary,This data dictionary defines the scope and possible values of data fields present in the phenotypic data tables. It is intended to ensure that the phenotypic data tables are easily interpretable and usable for analysis.,motrpac_rat-6m-endurance_phenotype_dictionary-v5.txt,/SDY2193/StudyFiles/motrpac_rat-6m-endurance_phenotype_dictionary-v5.txt
SFL24784,SDY2193,Study Data,"Full collection of phenotypic variables from every biospecimen involved in the study. It contains multiple variables related to animal tests, registration, calculations, and specimen processing (as defined in the dictionary file).",motrpac_rat-6m-endurance_phenotype_viallabel_data-v5.txt,/SDY2193/StudyFiles/motrpac_rat-6m-endurance_phenotype_viallabel_data-v5.txt
SFL22534,SDY2195,Case Report Form,Annotated Case Report Form,ACE ALE06_6265_26Jan2017_aCRF.pdf,/SDY2195/StudyFiles/ACE ALE06_6265_26Jan2017_aCRF.pdf
SFL22878,SDY2195,Adverse Events,Adverse Event,aexpcode_r_ace_ale06.txt,/SDY2195/StudyFiles/aexpcode_r_ace_ale06.txt
SFL22879,SDY2195,Assessment Results,Question on if the subject experienced an adverse event,aeynmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/aeynmstr_r_ace_ale06.txt
SFL22880,SDY2195,Assessment Results,Blinded Assessor's Selena Flare & Endpoint Assessment,bflrmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/bflrmstr_r_ace_ale06.txt
SFL22881,SDY2195,Assessment Results,Modified BILAG: Constitutional,blg1mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/blg1mstr_r_ace_ale06.txt
SFL22882,SDY2195,Assessment Results,Modified BILAG: Mucocutaneous,blg2mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/blg2mstr_r_ace_ale06.txt
SFL22883,SDY2195,Assessment Results,Modified BILAG: Neuropsychiatric,blg3mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/blg3mstr_r_ace_ale06.txt
SFL22884,SDY2195,Assessment Results,Modified BILAG: Musculoskeletal,blg4mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/blg4mstr_r_ace_ale06.txt
SFL22885,SDY2195,Assessment Results,Modified BILAG: Cardiorespiratory,blg5mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/blg5mstr_r_ace_ale06.txt
SFL22886,SDY2195,Assessment Results,Modified BILAG: Gastrointestinal,blg6mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/blg6mstr_r_ace_ale06.txt
SFL22887,SDY2195,Assessment Results,Modified BILAG: Ophthalmic,blg7mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/blg7mstr_r_ace_ale06.txt
SFL22888,SDY2195,Assessment Results,Modified BILAG: Renal,blg8mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/blg8mstr_r_ace_ale06.txt
SFL22889,SDY2195,Assessment Results,Modified BILAG: Hematological,blg9mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/blg9mstr_r_ace_ale06.txt
SFL22890,SDY2195,Assessment Results,Blinded Assessor's SLEDAI,bslxmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/bslxmstr_r_ace_ale06.txt
SFL22891,SDY2195,Concomitant Medications,Prior/Concomitant Medications,cmedcode_r_ace_ale06.txt,/SDY2195/StudyFiles/cmedcode_r_ace_ale06.txt
SFL22892,SDY2195,Demographics,Demography,demomstr_r_ace_ale06.txt,/SDY2195/StudyFiles/demomstr_r_ace_ale06.txt
SFL22893,SDY2195,Interventions,Completion/Discontinuation of Study Drug,discmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/discmstr_r_ace_ale06.txt
SFL22894,SDY2195,Screening Data,Eligibility Criteria,eligmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/eligmstr_r_ace_ale06.txt
SFL22895,SDY2195,Screening Data,Screen Failure,failmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/failmstr_r_ace_ale06.txt
SFL22896,SDY2195,Assessment Results,FACIT,fcitmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/fcitmstr_r_ace_ale06.txt
SFL22897,SDY2195,Assessment Results,Selena Flare & Endpoint Assessment,flarmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/flarmstr_r_ace_ale06.txt
SFL22898,SDY2195,Assessment Results,Family History of Autoimmune Disease,fmhxmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/fmhxmstr_r_ace_ale06.txt
SFL22899,SDY2195,Study Data,Clinical Blood Draw for Central Lab,iconmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/iconmstr_r_ace_ale06.txt
SFL22900,SDY2195,Lab Test Results,Infectious Disease Testing,indsmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/indsmstr_r_ace_ale06.txt
SFL22901,SDY2195,Lab Test Results,Local Labs,llabmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/llabmstr_r_ace_ale06.txt
SFL22902,SDY2195,Assessment Results,Lupus QoL,lqolmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/lqolmstr_r_ace_ale06.txt
SFL22903,SDY2195,Medical History Data,Medical History,mdhxmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/mdhxmstr_r_ace_ale06.txt
SFL22904,SDY2195,Study Data,Mechanistic Studies,mechmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/mechmstr_r_ace_ale06.txt
SFL22905,SDY2195,Assessment Results,Physical Exam 1,phx1mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/phx1mstr_r_ace_ale06.txt
SFL22906,SDY2195,Assessment Results,Physical Exam 2,phx2mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/phx2mstr_r_ace_ale06.txt
SFL22907,SDY2195,Lab Test Results,TB Testing,ppdtmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/ppdtmstr_r_ace_ale06.txt
SFL22908,SDY2195,Screening Data,Eligibility Confirmation for Randomization,randmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/randmstr_r_ace_ale06.txt
SFL22909,SDY2195,Assessment Results,Reproductive Status,reprmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/reprmstr_r_ace_ale06.txt
SFL22910,SDY2195,Screening Data,Screening Status,scrsmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/scrsmstr_r_ace_ale06.txt
SFL22911,SDY2195,Interventions,Study Drug Dose Log,sddlmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/sddlmstr_r_ace_ale06.txt
SFL22912,SDY2195,Interventions,Study Drug Accounting Log,sdrgmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/sdrgmstr_r_ace_ale06.txt
SFL22913,SDY2195,Assessment Results,SF-36 Survey,sf36mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/sf36mstr_r_ace_ale06.txt
SFL22914,SDY2195,Assessment Results,SLEDAI,slexmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/slexmstr_r_ace_ale06.txt
SFL22915,SDY2195,Assessment Results,SLICC/ACR Damage Index for Systemic Lupus Erythematosus,slicmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/slicmstr_r_ace_ale06.txt
SFL22916,SDY2195,Protocol Deviation Data,Change in Consent,stormstr_r_ace_ale06.txt,/SDY2195/StudyFiles/stormstr_r_ace_ale06.txt
SFL22917,SDY2195,Study Data,Study Completion/Early Withdrawal,termmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/termmstr_r_ace_ale06.txt
SFL22918,SDY2195,Study Data,Urinalysis: Spot Urine,upcrmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/upcrmstr_r_ace_ale06.txt
SFL22919,SDY2195,Lab Test Results,Urinalysis: 24-Hour,ur24mstr_r_ace_ale06.txt,/SDY2195/StudyFiles/ur24mstr_r_ace_ale06.txt
SFL22920,SDY2195,Lab Test Results,Urinalysis: Urine Dipstick Chemical Analysis,urndmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/urndmstr_r_ace_ale06.txt
SFL22921,SDY2195,Assessment Results,Urinalysis: Microscopic Exam,urnmmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/urnmmstr_r_ace_ale06.txt
SFL22922,SDY2195,Assessment Results,Physician's Global Assessment,vassmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/vassmstr_r_ace_ale06.txt
SFL22923,SDY2195,Study Data,Visit Record,vistmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/vistmstr_r_ace_ale06.txt
SFL22924,SDY2195,Assessment Results,Vital Signs,vitlmstr_r_ace_ale06.txt,/SDY2195/StudyFiles/vitlmstr_r_ace_ale06.txt
SFL22973,SDY2195,Data Dictionary,Data Dictionary,ACE ALE06_6265_26Jan2017_metadata.pdf,/SDY2195/StudyFiles/ACE ALE06_6265_26Jan2017_metadata.pdf
SFL22535,SDY2196,Assessment Results,ELISA Human Receptor Array Q1 Raw data file from Raybiotech.,080720 QAH-REC1 SA55 UPR Service Report.xlsx,/SDY2196/StudyFiles/080720 QAH-REC1 SA55 UPR Service Report.xlsx
SFL22536,SDY2196,Assessment Results,ELISA Human Inflammation Array Q3 Raw Data file from Raybiotech.,080720 QAH-INF3 SA55 UPR Service Report.xlsx,/SDY2196/StudyFiles/080720 QAH-INF3 SA55 UPR Service Report.xlsx
SFL22537,SDY2196,Assessment Results,ELISA Human Growth Factor Array Q1 Raw Data file from Raybiotech.,080720 QAH-GF1 SA55 UPR Service Report.xlsx,/SDY2196/StudyFiles/080720 QAH-GF1 SA55 UPR Service Report.xlsx
SFL22538,SDY2196,Assessment Results,ELISA Human Cytokine Array Q4 Raw Data file from Raybiotech.,080720 QAH-CYT4 SA55 UPR Service Report.xlsx,/SDY2196/StudyFiles/080720 QAH-CYT4 SA55 UPR Service Report.xlsx
SFL22539,SDY2196,Assessment Results,ELISA Human Chemokine Array Q1 Raw Data file from Raybiotech.,080720 QAH-CHE1 SA55 UPR Service Report.xlsx,/SDY2196/StudyFiles/080720 QAH-CHE1 SA55 UPR Service Report.xlsx
SFL22540,SDY2196,Data Dictionary,Identification of samples.,Sample IDs.xlsx,/SDY2196/StudyFiles/Sample IDs.xlsx
SFL19364,SDY22,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.49.SDY22.txt,/SDY22/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.49.SDY22.txt
SFL22975,SDY2209,Study Data,CD8 Depletion Flow Cytometry Files,JFlynn_CD8_Depletion_Flow.zip,/SDY2209/StudyFiles/JFlynn_CD8_Depletion_Flow.zip
SFL24540,SDY2209,Study Data,"Contains NHP demographic, samples, and flow cytometry data",CD8 Depletion - metadata.xlsx,/SDY2209/StudyFiles/CD8 Depletion - metadata.xlsx
SFL23259,SDY2216,Study Data,Raw data for systems serology,Source_Data_SystemSerology_XT.xlsx,/SDY2216/StudyFiles/Source_Data_SystemSerology_XT.xlsx
SFL22976,SDY2221,Study Data,"Supplementary Materials includes data related to figures of ELISA, SARS-CoV-2 neutralizing antibody responses in human plasma and BAL; B, T cell response in human and mice; demographics of the enrolled donors",PMID35857583_sciimmunol.add4853_sm.pdf,/SDY2221/StudyFiles/PMID35857583_sciimmunol.add4853_sm.pdf
SFL22977,SDY2221,Study Data,"Raw data of COVID-19 convalescents, vaccinated  individuals and mice",PMID35857583_Table_S4.xlsx,/SDY2221/StudyFiles/PMID35857583_Table_S4.xlsx
SFL22978,SDY2221,Study Data,"Neutralizing antibody titers against the D614G, Delta and Omicron variants in human BAL and plasma samples",PMID35857583_Sci Immunol.xlsx,/SDY2221/StudyFiles/PMID35857583_Sci Immunol.xlsx
SFL22979,SDY2221,Demographics,Demographic information of enrolled donors and convalescents,PMID35857583_participants demographics.xlsx,/SDY2221/StudyFiles/PMID35857583_participants demographics.xlsx
SFL22980,SDY2221,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID35857583_v1.3.2.xlsm,/SDY2221/StudyFiles/PMID35857583_v1.3.2.xlsm
SFL22982,SDY2221,Study Data,Publication in PDF format.,PMID35857583_publication.pdf,/SDY2221/StudyFiles/PMID35857583_publication.pdf
SFL22983,SDY2222,Study Data,Subject demographics and NT50 values of the participants,PMID36069925_Data.xlsx,/SDY2222/StudyFiles/PMID36069925_Data.xlsx
SFL22984,SDY2222,Study Data,"Supplementary Appendix includes detail description of method Virus neutralization assay and data related to figures of Neutralizing antibody titers, demographic, and sample collection information of health care workers",PMID36069925_supplemetary data.pdf,/SDY2222/StudyFiles/PMID36069925_supplemetary data.pdf
SFL22985,SDY2222,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID36069925_v1.3.2.xlsm,/SDY2222/StudyFiles/PMID36069925_v1.3.2.xlsm
SFL22987,SDY2222,Study Data,Publication in PDF format.,PMID36069925_publication.pdf,/SDY2222/StudyFiles/PMID36069925_publication.pdf
SFL22988,SDY2226,Study Data,"Data related to Impact of the Q677H mutation on SARS-CoV-2 cleavage, syncytia formation, infectivity and neutralization in D614G and WT backgrounds",PMID34607452_Fig S1.pdf,/SDY2226/StudyFiles/PMID34607452_Fig S1.pdf
SFL22989,SDY2226,Study Data,Data related to Comparison of the neutralization of B.1.525 and Bluebird spike-pseudotyped lentivirus with H677Q reversion mutants by vaccinated sera,PMID34607452_Fig S2.pdf,/SDY2226/StudyFiles/PMID34607452_Fig S2.pdf
SFL22990,SDY2226,Study Data,Supplementary materials include participants information and methods Pseudotype Virus Neutralization Assays and western blotting,PMID34607452_Text S1.docx,/SDY2226/StudyFiles/PMID34607452_Text S1.docx
SFL22991,SDY2226,Study Data,Subject demographics and NT50 values of the participants,PMID34607452_Data_OSU_Liu lab.xlsx,/SDY2226/StudyFiles/PMID34607452_Data_OSU_Liu lab.xlsx
SFL22992,SDY2226,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID34607452_v1.3.2.xlsm,/SDY2226/StudyFiles/PMID34607452_v1.3.2.xlsm
SFL22994,SDY2226,Study Data,Publication in PDF format.,PMID34607452_publication.pdf,/SDY2226/StudyFiles/PMID34607452_publication.pdf
SFL22995,SDY2227,Study Data,Subject level demographics and COVID-19 vaccine survey responses from the participants,PMID35380510_Gregory-2022-HumVaccinImmunother.xls,/SDY2227/StudyFiles/PMID35380510_Gregory-2022-HumVaccinImmunother.xls
SFL22996,SDY2227,Data Dictionary,Vaccine hesitancy data dictionary,PMID35380510_STOP_COVID_DataDictionary.xlsx,/SDY2227/StudyFiles/PMID35380510_STOP_COVID_DataDictionary.xlsx
SFL22997,SDY2227,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID35380510_v1.3.1.xlsm,/SDY2227/StudyFiles/PMID35380510_v1.3.1.xlsm
SFL22999,SDY2227,Study Data,Publication in PDF format.,PMID35380510_publication.pdf,/SDY2227/StudyFiles/PMID35380510_publication.pdf
SFL23000,SDY2228,Study Data,Survey questionnaire about vaccination status,PMID34644239_Survey questionnaire.docx,/SDY2228/StudyFiles/PMID34644239_Survey questionnaire.docx
SFL23001,SDY2228,Study Data,Subject level demographics and Vaccine survey of the participants,PMID34644239_Gregory-2021-PrehospEmergCare_edit.csv,/SDY2228/StudyFiles/PMID34644239_Gregory-2021-PrehospEmergCare_edit.csv
SFL23002,SDY2228,Data Dictionary,Vaccine survey data dictionary,PMID34644239_STOP_COVID_DataDictionary.xlsx,/SDY2228/StudyFiles/PMID34644239_STOP_COVID_DataDictionary.xlsx
SFL23003,SDY2228,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID34644239_v1.3.2.xlsm,/SDY2228/StudyFiles/PMID34644239_v1.3.2.xlsm
SFL23005,SDY2228,Study Data,Publication in PDF format.,PMID34644239_publication.pdf,/SDY2228/StudyFiles/PMID34644239_publication.pdf
SFL23006,SDY2229,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID35335012_v1.3.1.xlsm,/SDY2229/StudyFiles/PMID35335012_v1.3.1.xlsm
SFL23008,SDY2229,Study Data,Publication in PDF format.,PMID35335012_publication.pdf,/SDY2229/StudyFiles/PMID35335012_publication.pdf
SFL19813,SDY223,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3134.SDY223.txt,/SDY223/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.3134.SDY223.txt
SFL4355,SDY223,Study Data,BioCSI Prescribed Medications,PM_ICAC12.txt,/SDY223/StudyFiles/PM_ICAC12.txt
SFL4356,SDY223,Study Data,BioCSI Participant 2-week Recall,PTWR_ICAC12.txt,/SDY223/StudyFiles/PTWR_ICAC12.txt
SFL4357,SDY223,Study Data,BioCSI Randomization Eligibility Checklist,REC_ICAC12.txt,/SDY223/StudyFiles/REC_ICAC12.txt
SFL4358,SDY223,Study Data,BioCSI Serious Adverse Events,SAE_ICAC12.txt,/SDY223/StudyFiles/SAE_ICAC12.txt
SFL4359,SDY223,Study Data,BioCSI Screening Eligibility Checklist,SAEAM_ICAC12.txt,/SDY223/StudyFiles/SAEAM_ICAC12.txt
SFL4360,SDY223,Study Data,BioCSI Study Completion Status,SCS_ICAC12.txt,/SDY223/StudyFiles/SCS_ICAC12.txt
SFL4361,SDY223,Study Data,BioCSI Serious Adverse Event Additional Medications,SEC_ICAC12.txt,/SDY223/StudyFiles/SEC_ICAC12.txt
SFL4362,SDY223,Study Data,BioCSI Spirometry,ST_ICAC12.txt,/SDY223/StudyFiles/ST_ICAC12.txt
SFL4363,SDY223,Study Data,BioCSI Telephone Consultation,TC_ICAC12.txt,/SDY223/StudyFiles/TC_ICAC12.txt
SFL4364,SDY223,Study Data,BioCSI Titration Skin Test Results,TSTR_ICAC12.txt,/SDY223/StudyFiles/TSTR_ICAC12.txt
SFL4365,SDY223,Study Data,BioCSI Unscheduled Visit,UV_ICAC12.txt,/SDY223/StudyFiles/UV_ICAC12.txt
SFL4366,SDY223,Data Dictionary,BioCSI data dictionary,dictionary.csv,/SDY223/StudyFiles/dictionary.csv
SFL4382,SDY223,Study Data,BioCSI Recruitment Form,RF_V2_ICAC12.txt,/SDY223/StudyFiles/RF_V2_ICAC12.txt
SFL4471,SDY223,Study Summary Description,BioCSI curation notes,BioCSI_curation_notes.txt,/SDY223/StudyFiles/BioCSI_curation_notes.txt
SFL4500,SDY223,Study Data,BioCSI Adverse Events,AEXPCODE_ICAC12.txt,/SDY223/StudyFiles/AEXPCODE_ICAC12.txt
SFL4501,SDY223,Study Data,BioCSI Allergy History,AH_ICAC12.txt,/SDY223/StudyFiles/AH_ICAC12.txt
SFL4502,SDY223,Study Data,BioCSI Allergen Skin Test Results,ASTR_ICAC12.txt,/SDY223/StudyFiles/ASTR_ICAC12.txt
SFL4503,SDY223,Study Data,BioCSI Blood Sample Collection,BSC_ICAC12.txt,/SDY223/StudyFiles/BSC_ICAC12.txt
SFL4504,SDY223,Study Data,BioCSI Concomitant Medications,CM_ICAC12.txt,/SDY223/StudyFiles/CM_ICAC12.txt
SFL4505,SDY223,Study Data,BioCSI Dose Administration,DA_ICAC12.txt,/SDY223/StudyFiles/DA_ICAC12.txt
SFL4506,SDY223,Study Data,BioCSI Dose Administration Dose Escalation,DADE_ICAC12.txt,/SDY223/StudyFiles/DADE_ICAC12.txt
SFL4507,SDY223,Study Data,BioCSI Demographics,DF_ICAC12.txt,/SDY223/StudyFiles/DF_ICAC12.txt
SFL4508,SDY223,Study Data,BioCSI IGE FAB Results,FAB_ICAC12.txt,/SDY223/StudyFiles/FAB_ICAC12.txt
SFL4509,SDY223,Study Data,BioCSI Hemotology/Chemistry Results,HCR_ICAC12.txt,/SDY223/StudyFiles/HCR_ICAC12.txt
SFL4510,SDY223,Study Data,BioCSI IgE Results,IGER_ICAC12.txt,/SDY223/StudyFiles/IGER_ICAC12.txt
SFL4511,SDY223,Study Data,BioCSI IgG and IG4 Results,IGGR_ICAC12.txt,/SDY223/StudyFiles/IGGR_ICAC12.txt
SFL4512,SDY223,Study Data,BioCSI Participant Diary - Dose Escalation,PDDE_ICAC12.txt,/SDY223/StudyFiles/PDDE_ICAC12.txt
SFL4513,SDY223,Study Data,BioCSI Physical Examination,PES_ICAC12.txt,/SDY223/StudyFiles/PES_ICAC12.txt
SFL4514,SDY223,Study Data,BioCSI Peak Flow,PF_ICAC12.txt,/SDY223/StudyFiles/PF_ICAC12.txt
SFL23009,SDY2230,Study Data,Subject level demographics and Vaccine survey of the participants,PMID35055463_Gregory-2022-IJERPH.csv,/SDY2230/StudyFiles/PMID35055463_Gregory-2022-IJERPH.csv
SFL23010,SDY2230,Data Dictionary,Vaccine survey data dictionary,PMID35055463_STOP_COVID_DataDictionary.xlsx,/SDY2230/StudyFiles/PMID35055463_STOP_COVID_DataDictionary.xlsx
SFL23011,SDY2230,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID35055463_v1.3.2.xlsm,/SDY2230/StudyFiles/PMID35055463_v1.3.2.xlsm
SFL23013,SDY2230,Study Data,Publication in PDF format.,PMID35055463_publication.pdf,/SDY2230/StudyFiles/PMID35055463_publication.pdf
SFL23014,SDY2231,Study Data,"Self-reported symptoms following first and second dose of Pfizer-BioNTech SARS-CoV-2 vaccine by age, sex, infection status, race, and ethnicity of health care workers.",PMID34687733_SM.pdf,/SDY2231/StudyFiles/PMID34687733_SM.pdf
SFL23015,SDY2231,Study Data,"Self-reported symptoms following first and second dose of Pfizer-BioNTech SARS-CoV-2 vaccine by age, sex, infection status, race, and ethnicity of health care workers. PMID34687733_data.xlsx is extracted from PMID34687733_SM.pdf",PMID34687733_data.xlsx,/SDY2231/StudyFiles/PMID34687733_data.xlsx
